Method,LOC,V,v(G),MI
org.apache.commons.configuration2.CombinedConfiguration.ConfigData.getTransformedRoot(),12,26,2,66.28211127
org.apache.commons.configuration2.CombinedConfiguration.ConfigData.parseAt(String),21,82,3,57.35309732
org.apache.commons.configuration2.CombinedConfiguration.ConfigData.prependAtPath(ImmutableNode),15,62,1,61.65993447
"org.apache.commons.configuration2.CombinedConfiguration.ConfigData.prependAtPathComponent(Builder,String,Iterator<String>,ImmutableNode)",30,142,2,52.43877293
org.apache.commons.configuration2.CombinedConfiguration.addConfiguration(Configuration),11,13,1,69.34874849
"org.apache.commons.configuration2.CombinedConfiguration.addConfiguration(Configuration,String)",12,15,1,68.08926972
"org.apache.commons.configuration2.CombinedConfiguration.addConfiguration(Configuration,String,String)",54,272,6,44.3557238
org.apache.commons.configuration2.CombinedConfiguration.beginRead(boolean),30,114,4,52.83764356
org.apache.commons.configuration2.CombinedConfiguration.beginWrite(boolean),28,101,4,53.85945044
org.apache.commons.configuration2.CombinedConfiguration.clearInternal(),10,11,1,70.75968776
org.apache.commons.configuration2.CombinedConfiguration.clone(),29,97,2,53.91889501
org.apache.commons.configuration2.CombinedConfiguration.constructCombinedNode(),34,223,5,49.47699783
org.apache.commons.configuration2.CombinedConfiguration.findSourceConfigurations(ImmutableNode),24,101,3,55.45432822
org.apache.commons.configuration2.CombinedConfiguration.getConfiguration(String),19,33,1,61.33815744
org.apache.commons.configuration2.CombinedConfiguration.getConfiguration(int),21,48,1,59.25057968
org.apache.commons.configuration2.CombinedConfiguration.getConfigurationNameList(),24,62,2,57.07276558
org.apache.commons.configuration2.CombinedConfiguration.getConfigurationNames(),20,28,1,61.35185597
org.apache.commons.configuration2.CombinedConfiguration.getConfigurations(),23,62,2,57.47596193
org.apache.commons.configuration2.CombinedConfiguration.getConversionExpressionEngine(),19,24,1,62.30655475
org.apache.commons.configuration2.CombinedConfiguration.getNodeCombiner(),18,24,1,62.81877053
org.apache.commons.configuration2.CombinedConfiguration.getNumberOfConfigurations(),18,28,1,62.35000823
org.apache.commons.configuration2.CombinedConfiguration.getNumberOfConfigurationsInternal(),11,11,1,69.85674922
org.apache.commons.configuration2.CombinedConfiguration.getSource(String),43,123,4,49.19602309
org.apache.commons.configuration2.CombinedConfiguration.getSources(String),46,117,3,48.84368709
org.apache.commons.configuration2.CombinedConfiguration.initChildCollections(),9,13,1,71.24983929
org.apache.commons.configuration2.CombinedConfiguration.invalidate(),20,24,1,61.82061828
org.apache.commons.configuration2.CombinedConfiguration.invalidateInternal(),11,25,1,67.36020017
org.apache.commons.configuration2.CombinedConfiguration.isUpToDate(),11,8,1,70.82514653
org.apache.commons.configuration2.CombinedConfiguration.onEvent(ConfigurationEvent),15,15,2,65.84077526
org.apache.commons.configuration2.CombinedConfiguration.registerListenerAt(Configuration),14,26,2,64.82173641
org.apache.commons.configuration2.CombinedConfiguration.removeConfiguration(Configuration),18,97,3,58.30262014
org.apache.commons.configuration2.CombinedConfiguration.removeConfiguration(String),16,34,2,62.74092864
org.apache.commons.configuration2.CombinedConfiguration.removeConfigurationAt(int),17,84,2,59.41619677
org.apache.commons.configuration2.CombinedConfiguration.setConversionExpressionEngine(ExpressionEngine),28,33,1,57.66458925
org.apache.commons.configuration2.CombinedConfiguration.setNodeCombiner(NodeCombiner),27,73,2,55.46026531
org.apache.commons.configuration2.CombinedConfiguration.unregisterListenerAt(Configuration),14,26,2,64.82173641
org.apache.commons.configuration2.CombinedConfiguration.unregisterListenerAtChildren(),14,36,3,63.6976449
org.apache.commons.configuration2.CompositeConfiguration.CompositeConfiguration(),8,2,1,78.05770859
org.apache.commons.configuration2.CompositeConfiguration.CompositeConfiguration(Collection<? extends Configuration>),10,15,1,69.81652658
org.apache.commons.configuration2.CompositeConfiguration.CompositeConfiguration(Configuration),18,30,1,62.14020534
"org.apache.commons.configuration2.CompositeConfiguration.CompositeConfiguration(Configuration,Collection<? extends Configuration>)",20,46,3,59.57321749
org.apache.commons.configuration2.CompositeConfiguration.addConfiguration(Configuration),9,11,1,71.75784002
"org.apache.commons.configuration2.CompositeConfiguration.addConfiguration(Configuration,boolean)",54,176,5,45.81400098
org.apache.commons.configuration2.CompositeConfiguration.addConfigurationFirst(Configuration),10,11,1,70.75968776
"org.apache.commons.configuration2.CompositeConfiguration.addConfigurationFirst(Configuration,boolean)",39,129,4,49.97618528
"org.apache.commons.configuration2.CompositeConfiguration.addPropertyDirect(String,Object)",11,15,1,68.91358803
"org.apache.commons.configuration2.CompositeConfiguration.appendListProperty(List<Object>,Configuration,String)",26,84,3,55.25648464
org.apache.commons.configuration2.CompositeConfiguration.clearInternal(),16,62,1,61.0485169
org.apache.commons.configuration2.CompositeConfiguration.clearPropertyDirect(String),8,19,2,71.07717212
org.apache.commons.configuration2.CompositeConfiguration.clone(),38,158,4,49.60561991
org.apache.commons.configuration2.CompositeConfiguration.containsKeyInternal(String),12,41,3,64.76253657
org.apache.commons.configuration2.CompositeConfiguration.getConfiguration(int),18,38,1,61.42136228
org.apache.commons.configuration2.CompositeConfiguration.getInMemoryConfiguration(),18,24,1,62.81877053
org.apache.commons.configuration2.CompositeConfiguration.getKeysInternal(),13,59,3,62.89744193
org.apache.commons.configuration2.CompositeConfiguration.getKeysInternal(String),13,64,3,62.65007507
"org.apache.commons.configuration2.CompositeConfiguration.getList(String,List<?>)",30,225,7,50.36659668
org.apache.commons.configuration2.CompositeConfiguration.getNumberOfConfigurations(),17,33,1,62.39187398
org.apache.commons.configuration2.CompositeConfiguration.getPropertyInternal(String),28,83,4,54.45632501
org.apache.commons.configuration2.CompositeConfiguration.getSource(String),44,114,5,49.07479298
org.apache.commons.configuration2.CompositeConfiguration.getStringArray(String),12,94,2,62.37390609
org.apache.commons.configuration2.CompositeConfiguration.isEmptyInternal(),12,41,3,64.76253657
org.apache.commons.configuration2.CompositeConfiguration.removeConfiguration(Configuration),22,57,2,58.15277524
org.apache.commons.configuration2.CompositeConfiguration.replaceInMemoryConfiguration(Configuration),14,31,2,64.28686421
org.apache.commons.configuration2.CompositeConfiguration.setListDelimiterHandler(ListDelimiterHandler),15,33,2,63.44312715
"org.apache.commons.configuration2.ConfigurationAssert.appendKeys(ImmutableConfiguration,Collection<String>)",14,41,2,63.43666463
"org.apache.commons.configuration2.ConfigurationAssert.assertConfigurationEquals(ImmutableConfiguration,ImmutableConfiguration)",22,177,3,54.57259278
"org.apache.commons.configuration2.ConfigurationAssert.checkEquals(Object,Object,boolean)",20,114,3,56.81339488
org.apache.commons.configuration2.ConfigurationAssert.getOutFile(String),10,15,1,69.81652658
org.apache.commons.configuration2.ConfigurationAssert.getOutURL(String),11,15,1,68.91358803
org.apache.commons.configuration2.ConfigurationAssert.getTestFile(String),10,15,1,69.81652658
org.apache.commons.configuration2.ConfigurationAssert.getTestURL(String),11,15,1,68.91358803
org.apache.commons.configuration2.ConfigurationAssert.keysToList(ImmutableConfiguration),12,22,1,66.92461492
org.apache.commons.configuration2.ConfigurationAssert.keysToSet(ImmutableConfiguration),12,22,1,66.92461492
org.apache.commons.configuration2.ConfigurationAssert.urlFromFile(File),18,38,2,61.28685935
org.apache.commons.configuration2.ConfigurationConverter.getConfiguration(Properties),10,11,1,70.75968776
org.apache.commons.configuration2.ConfigurationConverter.getMap(Configuration),10,11,1,70.75968776
org.apache.commons.configuration2.ConfigurationConverter.getProperties(Configuration),14,11,1,67.57205605
org.apache.commons.configuration2.ConfigurationConverter.getProperties(ImmutableConfiguration),53,260,5,44.80451843
org.apache.commons.configuration2.ConfigurationConverter.listToString(List<?>),11,15,1,68.91358803
org.apache.commons.configuration2.ConfigurationLookup.ConfigurationLookup(ImmutableConfiguration),17,31,2,62.44749144
org.apache.commons.configuration2.ConfigurationLookup.getConfiguration(),9,4,1,74.83405332
org.apache.commons.configuration2.ConfigurationLookup.lookup(String),10,11,1,70.75968776
org.apache.commons.configuration2.ConfigurationMap.ConfigurationMap(Configuration),11,8,1,70.82514653
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet.ConfigurationSet(Configuration),4,4,1,82.5165501
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet.ConfigurationSetIterator.ConfigurationSetIterator(),4,8,1,80.40873411
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet.ConfigurationSetIterator.hasNext(),5,11,1,77.32634526
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet.ConfigurationSetIterator.next(),5,11,1,77.32634526
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet.ConfigurationSetIterator.remove(),5,8,1,78.29474257
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet.Entry.Entry(Object),4,8,1,80.40873411
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet.Entry.getKey(),5,4,1,80.40255856
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet.Entry.getValue(),5,11,1,77.32634526
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet.Entry.setValue(Object),7,24,1,71.76630156
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet.iterator(),8,4,1,75.9498926
org.apache.commons.configuration2.ConfigurationMap.ConfigurationSet.size(),15,53,2,62.00237941
org.apache.commons.configuration2.ConfigurationMap.entrySet(),11,8,1,70.82514653
org.apache.commons.configuration2.ConfigurationMap.get(Object),13,15,1,67.33097039
org.apache.commons.configuration2.ConfigurationMap.getConfiguration(),10,4,1,73.83590106
"org.apache.commons.configuration2.ConfigurationMap.put(Object,Object)",17,39,1,61.88387326
"org.apache.commons.configuration2.ConfigurationUtils.append(Configuration,Configuration)",18,15,1,64.24802133
"org.apache.commons.configuration2.ConfigurationUtils.append(ImmutableConfiguration,Configuration)",22,59,2,58.047905
"org.apache.commons.configuration2.ConfigurationUtils.asEventSource(Object,boolean)",30,68,3,54.5433698
org.apache.commons.configuration2.ConfigurationUtils.clone(Object),43,169,5,48.09537123
org.apache.commons.configuration2.ConfigurationUtils.cloneConfiguration(Configuration),32,70,3,53.84380299
org.apache.commons.configuration2.ConfigurationUtils.cloneIfPossible(Object),23,25,2,60.23791779
org.apache.commons.configuration2.ConfigurationUtils.cloneSynchronizer(Synchronizer),47,162,5,47.38134965
org.apache.commons.configuration2.ConfigurationUtils.convertToHierarchical(Configuration),15,15,1,65.97527819
"org.apache.commons.configuration2.ConfigurationUtils.convertToHierarchical(Configuration,ExpressionEngine)",52,140,5,46.86743343
"org.apache.commons.configuration2.ConfigurationUtils.copy(Configuration,Configuration)",18,15,1,64.24802133
"org.apache.commons.configuration2.ConfigurationUtils.copy(ImmutableConfiguration,Configuration)",22,59,2,58.047905
"org.apache.commons.configuration2.ConfigurationUtils.createUnmodifiableConfiguration(Class<?>[],Configuration)",16,28,1,63.46584751
"org.apache.commons.configuration2.ConfigurationUtils.dump(Configuration,PrintStream)",11,15,1,68.91358803
"org.apache.commons.configuration2.ConfigurationUtils.dump(Configuration,PrintWriter)",11,15,1,68.91358803
"org.apache.commons.configuration2.ConfigurationUtils.dump(ImmutableConfiguration,PrintStream)",11,19,1,68.19474496
"org.apache.commons.configuration2.ConfigurationUtils.dump(ImmutableConfiguration,PrintWriter)",23,123,3,55.25826611
org.apache.commons.configuration2.ConfigurationUtils.enableRuntimeExceptions(Configuration),7,76,2,68.1265744
org.apache.commons.configuration2.ConfigurationUtils.loadClass(String),32,157,4,51.25298257
org.apache.commons.configuration2.ConfigurationUtils.loadClassNoEx(String),23,46,2,58.38365991
org.apache.commons.configuration2.ConfigurationUtils.toString(Configuration),12,11,1,69.03243091
org.apache.commons.configuration2.ConfigurationUtils.toString(ImmutableConfiguration),14,30,1,64.52107887
org.apache.commons.configuration2.ConfigurationUtils.unmodifiableConfiguration(Configuration),22,15,1,62.34693053
org.apache.commons.configuration2.ConfigurationUtils.unmodifiableConfiguration(HierarchicalConfiguration<?>),20,15,1,63.24986908
org.apache.commons.configuration2.ConfigurationXMLReader.ConfigurationXMLReader(),8,11,1,72.8736793
org.apache.commons.configuration2.ConfigurationXMLReader.fireCharacters(String),20,79,3,57.92865985
org.apache.commons.configuration2.ConfigurationXMLReader.fireElementEnd(String),19,57,3,59.40714734
"org.apache.commons.configuration2.ConfigurationXMLReader.fireElementStart(String,Attributes)",21,85,4,57.10932747
org.apache.commons.configuration2.ConfigurationXMLReader.getContentHandler(),10,4,1,73.83590106
org.apache.commons.configuration2.ConfigurationXMLReader.getDTDHandler(),11,4,1,72.93296252
org.apache.commons.configuration2.ConfigurationXMLReader.getEntityResolver(),11,4,1,72.93296252
org.apache.commons.configuration2.ConfigurationXMLReader.getErrorHandler(),11,4,1,72.93296252
org.apache.commons.configuration2.ConfigurationXMLReader.getException(),9,4,1,74.83405332
org.apache.commons.configuration2.ConfigurationXMLReader.getFeature(String),11,8,1,70.82514653
org.apache.commons.configuration2.ConfigurationXMLReader.getProperty(String),12,4,1,72.10864421
org.apache.commons.configuration2.ConfigurationXMLReader.getRootName(),9,4,1,74.83405332
org.apache.commons.configuration2.ConfigurationXMLReader.parse(InputSource),13,8,1,69.24252888
org.apache.commons.configuration2.ConfigurationXMLReader.parse(String),13,8,1,69.24252888
org.apache.commons.configuration2.ConfigurationXMLReader.parseConfiguration(),25,110,4,54.6735168
org.apache.commons.configuration2.ConfigurationXMLReader.setContentHandler(ContentHandler),11,8,1,70.82514653
org.apache.commons.configuration2.ConfigurationXMLReader.setDTDHandler(DTDHandler),9,2,1,76.9418693
org.apache.commons.configuration2.ConfigurationXMLReader.setEntityResolver(EntityResolver),9,2,1,76.9418693
org.apache.commons.configuration2.ConfigurationXMLReader.setErrorHandler(ErrorHandler),9,2,1,76.9418693
"org.apache.commons.configuration2.ConfigurationXMLReader.setFeature(String,boolean)",10,4,1,73.83590106
"org.apache.commons.configuration2.ConfigurationXMLReader.setProperty(String,Object)",11,2,1,75.0407785
org.apache.commons.configuration2.ConfigurationXMLReader.setRootName(String),9,8,1,72.72623733
org.apache.commons.configuration2.DataConfiguration.DataConfiguration(Configuration),11,15,1,68.91358803
org.apache.commons.configuration2.DataConfiguration.DataConversionHandler.getDateFormat(),27,79,4,54.95106078
